image_id,split,image,mask,height,width,mean_intensity,std_intensity,density,true_n_objects,area_fraction
train_030,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_030.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_030.png,256,256,16.038604736328125,31.233689671797933,sparse,8,0.027313232421875
train_031,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_031.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_031.png,256,256,22.4942626953125,50.49435300210226,normal,30,0.07720947265625
train_032,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_032.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_032.png,256,256,18.570953369140625,37.49785721149132,normal,18,0.040802001953125
train_033,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_033.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_033.png,256,256,27.245773315429688,44.307073879853604,normal,29,0.0628509521484375
train_034,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_034.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_034.png,256,256,47.898284912109375,69.82965854763137,dense,76,0.1847381591796875
train_035,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_035.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_035.png,256,256,31.734832763671875,59.501887690470426,clustered,52,0.1046600341796875
train_036,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_036.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_036.png,256,256,18.852813720703125,28.905375895026527,sparse,11,0.0314178466796875
train_037,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_037.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_037.png,256,256,20.810623168945312,44.24391203888651,normal,27,0.068878173828125
train_038,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_038.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_038.png,256,256,27.633056640625,53.397305010693145,normal,32,0.09283447265625
train_039,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_039.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_039.png,256,256,29.585311889648438,59.04280438764453,normal,35,0.1069488525390625
train_040,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_040.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_040.png,256,256,49.789947509765625,71.82714146475705,dense,82,0.1975250244140625
train_041,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_041.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_041.png,256,256,35.86268615722656,58.26020367529204,clustered,45,0.1009521484375
train_042,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_042.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_042.png,256,256,17.922988891601562,24.65694073963386,sparse,8,0.017974853515625
train_043,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_043.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_043.png,256,256,23.68292236328125,50.709220419000346,normal,25,0.0737152099609375
train_044,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_044.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_044.png,256,256,18.15869140625,42.29330294815179,normal,16,0.052398681640625
train_045,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_045.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_045.png,256,256,22.416702270507812,41.890755999352,normal,21,0.061492919921875
train_046,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_046.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_046.png,256,256,54.037506103515625,75.94587243763603,dense,84,0.20159912109375
train_047,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_047.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_047.png,256,256,33.76524353027344,59.5179876846307,clustered,53,0.1083526611328125
train_048,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_048.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_048.png,256,256,17.069046020507812,27.86359930301058,sparse,9,0.0236358642578125
train_049,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_049.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_049.png,256,256,27.648345947265625,52.96958796187699,normal,39,0.08740234375
train_050,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_050.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_050.png,256,256,18.210250854492188,41.70302181016015,normal,23,0.05120849609375
train_051,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_051.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_051.png,256,256,28.748489379882812,48.63008265280968,normal,30,0.07861328125
train_052,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_052.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_052.png,256,256,36.04133605957031,62.725871522046596,dense,53,0.13250732421875
train_053,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_053.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_053.png,256,256,26.27197265625,50.83543688872184,clustered,37,0.0756072998046875
train_054,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_054.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_054.png,256,256,11.725616455078125,30.051832063932338,sparse,7,0.0240631103515625
train_055,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_055.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_055.png,256,256,19.685211181640625,37.18683894884921,normal,16,0.0400238037109375
train_056,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_056.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_056.png,256,256,16.960433959960938,38.62623577528781,normal,19,0.0499420166015625
train_057,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_057.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_057.png,256,256,22.5341796875,45.25082437807566,normal,27,0.0633392333984375
train_058,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_058.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_058.png,256,256,39.49662780761719,63.823305745660804,dense,55,0.1380462646484375
train_059,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_059.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_059.png,256,256,28.249603271484375,59.12404265513778,clustered,45,0.0930328369140625
train_060,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_060.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_060.png,256,256,11.092269897460938,24.43785123651453,sparse,7,0.0153350830078125
train_061,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_061.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_061.png,256,256,16.780044555664062,39.951474384753226,normal,20,0.0469970703125
train_062,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_062.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_062.png,256,256,28.291671752929688,49.97877047086065,normal,27,0.0764312744140625
train_063,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_063.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_063.png,256,256,25.210128784179688,51.951304790205235,normal,33,0.086395263671875
train_064,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_064.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_064.png,256,256,49.97337341308594,72.88793689533185,dense,73,0.1810455322265625
train_065,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_065.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_065.png,256,256,29.550949096679688,60.02179524094066,clustered,60,0.11590576171875
train_066,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_066.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_066.png,256,256,11.621231079101562,27.098315022320065,sparse,7,0.0180816650390625
train_067,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_067.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_067.png,256,256,21.960067749023438,37.71771486540856,normal,17,0.0392913818359375
train_068,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_068.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_068.png,256,256,36.35353088378906,56.97438920098521,normal,39,0.109771728515625
train_069,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_069.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_069.png,256,256,27.536819458007812,46.090932308383906,normal,27,0.0686798095703125
train_070,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_070.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_070.png,256,256,40.680267333984375,63.08873183654103,dense,53,0.1288299560546875
train_071,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_071.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_071.png,256,256,29.251449584960938,51.649105381457055,clustered,34,0.082061767578125
train_072,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_072.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_072.png,256,256,13.099563598632812,23.681049476358545,sparse,8,0.014739990234375
train_073,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_073.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_073.png,256,256,30.309051513671875,54.143393754543624,normal,36,0.0946197509765625
train_074,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_074.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_074.png,256,256,31.906463623046875,56.027119557819375,normal,38,0.095672607421875
train_075,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_075.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_075.png,256,256,25.051681518554688,47.75070972090092,normal,22,0.0653076171875
train_076,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_076.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_076.png,256,256,50.018096923828125,74.78028450452378,dense,80,0.2047576904296875
train_077,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_077.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_077.png,256,256,27.730270385742188,52.456551873299574,clustered,42,0.079925537109375
train_078,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_078.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_078.png,256,256,19.852218627929688,32.92854473694848,sparse,10,0.028472900390625
train_079,train,/content/biomed-pipeline/data/nuclei_dataset/train/images/train_079.png,/content/biomed-pipeline/data/nuclei_dataset/train/masks/train_079.png,256,256,30.9239501953125,49.95237339979863,normal,29,0.084503173828125
val_000,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_000.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_000.png,256,256,11.78741455078125,17.901020562054796,sparse,5,0.0097503662109375
val_001,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_001.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_001.png,256,256,27.921722412109375,48.739415736145986,normal,31,0.0677337646484375
val_002,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_002.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_002.png,256,256,15.7086181640625,37.92253444001602,normal,17,0.042633056640625
val_003,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_003.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_003.png,256,256,32.997528076171875,57.67593530387437,normal,36,0.1031494140625
val_004,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_004.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_004.png,256,256,47.34346008300781,73.86196170462811,dense,81,0.199462890625
val_005,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_005.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_005.png,256,256,29.871383666992188,59.65657776561688,clustered,48,0.1049041748046875
val_006,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_006.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_006.png,256,256,16.73321533203125,30.527954682602733,sparse,9,0.0266876220703125
val_007,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_007.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_007.png,256,256,22.86767578125,49.89092051928958,normal,29,0.0779571533203125
val_008,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_008.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_008.png,256,256,24.641632080078125,51.64227454742885,normal,25,0.08026123046875
val_009,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_009.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_009.png,256,256,19.473907470703125,39.685178362707596,normal,20,0.0469970703125
val_010,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_010.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_010.png,256,256,35.5,65.17028733493784,dense,64,0.144439697265625
val_011,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_011.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_011.png,256,256,19.657608032226562,46.74658256999973,clustered,32,0.065460205078125
val_012,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_012.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_012.png,256,256,18.037490844726562,26.946555156327626,sparse,8,0.01934814453125
val_013,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_013.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_013.png,256,256,23.102706909179688,47.362614473366236,normal,27,0.0679168701171875
val_014,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_014.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_014.png,256,256,22.651641845703125,44.200126341097615,normal,21,0.064300537109375
val_015,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_015.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_015.png,256,256,27.6072998046875,46.56827962435198,normal,26,0.0776519775390625
val_016,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_016.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_016.png,256,256,44.2728271484375,67.6300398777252,dense,62,0.1507110595703125
val_017,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_017.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_017.png,256,256,30.293777465820312,56.81287720842864,clustered,49,0.0939483642578125
val_018,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_018.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_018.png,256,256,16.870498657226562,26.231410224315457,sparse,7,0.0184478759765625
val_019,val,/content/biomed-pipeline/data/nuclei_dataset/val/images/val_019.png,/content/biomed-pipeline/data/nuclei_dataset/val/masks/val_019.png,256,256,17.215072631835938,42.00635944562847,normal,19,0.0512542724609375
test_000,test,/content/biomed-pipeline/data/nuclei_dataset/test/images/test_000.png,/content/biomed-pipeline/data/nuclei_dataset/test/masks/test_000.png,256,256,13.744857788085938,25.76348428105819,sparse,8,0.023406982421875
test_001,test,/content/biomed-pipeline/data/nuclei_dataset/test/images/test_001.png,/content/biomed-pipeline/data/nuclei_dataset/test/masks/test_001.png,256,256,22.661712646484375,36.57293107275364,normal,19,0.04266357421875
test_002,test,/content/biomed-pipeline/data/nuclei_dataset/test/images/test_002.png,/content/biomed-pipeline/data/nuclei_dataset/test/masks/test_002.png,256,256,25.940765380859375,50.31253852434601,normal,31,0.0869903564453125
test_003,test,/content/biomed-pipeline/data/nuclei_dataset/test/images/test_003.png,/content/biomed-pipeline/data/nuclei_dataset/test/masks/test_003.png,256,256,26.621124267578125,44.4464585626945,normal,21,0.05877685546875
test_004,test,/content/biomed-pipeline/data/nuclei_dataset/test/images/test_004.png,/content/biomed-pipeline/data/nuclei_dataset/test/masks/test_004.png,256,256,49.508331298828125,76.66765533097275,dense,75,0.2163543701171875
test_005,test,/content/biomed-pipeline/data/nuclei_dataset/test/images/test_005.png,/content/biomed-pipeline/data/nuclei_dataset/test/masks/test_005.png,256,256,27.493438720703125,58.040070362988274,clustered,49,0.099578857421875
test_006,test,/content/biomed-pipeline/data/nuclei_dataset/test/images/test_006.png,/content/biomed-pipeline/data/nuclei_dataset/test/masks/test_006.png,256,256,19.47113037109375,33.43538968649664,sparse,8,0.02410888671875
test_007,test,/content/biomed-pipeline/data/nuclei_dataset/test/images/test_007.png,/content/biomed-pipeline/data/nuclei_dataset/test/masks/test_007.png,256,256,22.614593505859375,49.143883630214404,normal,30,0.0724334716796875
test_008,test,/content/biomed-pipeline/data/nuclei_dataset/test/images/test_008.png,/content/biomed-pipeline/data/nuclei_dataset/test/masks/test_008.png,256,256,24.144256591796875,53.12001386845953,normal,28,0.0842742919921875
test_009,test,/content/biomed-pipeline/data/nuclei_dataset/test/images/test_009.png,/content/biomed-pipeline/data/nuclei_dataset/test/masks/test_009.png,256,256,23.469375610351562,42.10693959954496,normal,24,0.0571441650390625
test_010,test,/content/biomed-pipeline/data/nuclei_dataset/test/images/test_010.png,/content/biomed-pipeline/data/nuclei_dataset/test/masks/test_010.png,256,256,53.32307434082031,75.18124508704592,dense,78,0.199005126953125
test_011,test,/content/biomed-pipeline/data/nuclei_dataset/test/images/test_011.png,/content/biomed-pipeline/data/nuclei_dataset/test/masks/test_011.png,256,256,25.853775024414062,44.27499179179756,clustered,30,0.0560302734375
